Geo Point;Geo Shape;id_geofla;code_comm;insee_com;nom_comm;statut;x_chf_lieu;y_chf_lieu;x_centroid;y_centroid;z_moyen;superficie;population;code_cant;code_arr;code_dept;nom_dept;code_reg;nom_region;codgeo;reg;dep;cv;ze2010;libgeo;id_modif_g;p11_tot;p06_tot;p11_0014;p11_1529;p11_3044;p11_4559;p11_6074;p11_75p;p06_0014;p06_1529;p06_3044;p06_4559;p06_6074;p06_75p;dens_poptt;dens_pop75
48.7435938292, 2.83654734794;"{""type"": ""Polygon"", ""coordinates"": [[[2.848869783468873, 48.729645373929806], [2.836510024888224, 48.73437803014288], [2.817511758680304, 48.73531287768283], [2.811794650872295, 48.74837249404037], [2.82579576864224, 48.750633268054706], [2.835810859452754, 48.75782470479213], [2.845576645986877, 48.75824246200864], [2.848929943956332, 48.75585434211747], [2.849269728553021, 48.74652792781523], [2.857316358956749, 48.743254964291175], [2.856323312650212, 48.73347711973005], [2.848869783468873, 48.729645373929806]]]}";20257;091;77091;LES CHAPELLES-BOURBON;Commune simple;6883;68490;6879;68492;113;643;0.4;27;3;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77091;11;77;7727;1117;Les Chapelles-Bourbon;ZZZZZZ;413.0;368.0;104.0;60.0;110.0;94.0;39.0;5.0;102.0;60.0;119.0;55.0;26.0;6.0;64.2;0.8
48.4462252242, 2.89307139548;"{""type"": ""Polygon"", ""coordinates"": [[[2.895282278153127, 48.42610195899502], [2.884425455926698, 48.433387973789465], [2.868466072658929, 48.441531060519935], [2.85980342535752, 48.45000466442291], [2.873034998742789, 48.453231222598376], [2.89106611513354, 48.46464734147678], [2.894400882898483, 48.47457309503229], [2.905008332981416, 48.47447410036296], [2.90100130113378, 48.46131845687196], [2.903845314664068, 48.444632744582094], [2.910276753831738, 48.43965381540886], [2.919781607830061, 48.43977757340055], [2.927062241588308, 48.43510416526119], [2.924807934923125, 48.4326917276101], [2.913055768387403, 48.42708793019519], [2.901274425898278, 48.43115408936267], [2.895282278153127, 48.42610195899502]]]}";27468;480;77480;VALENCE-EN-BRIE;Commune simple;6918;68160;6920;68162;114;1100;0.9;05;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77480;11;77;7705;1105;Valence-en-Brie;ZZZZZZ;904.0;844.0;219.0;174.0;214.0;179.0;68.0;50.0;237.0;142.0;208.0;153.0;53.0;50.0;82.2;4.5
48.8462454012, 2.67900406868;"{""type"": ""Polygon"", ""coordinates"": [[[2.658319187474672, 48.838563534086845], [2.662331351245629, 48.85015841350382], [2.682287506280282, 48.849205815203256], [2.697247749583602, 48.85428086184035], [2.698640523245205, 48.84910422865599], [2.685685199654668, 48.839412005593786], [2.669997881514738, 48.84674434319152], [2.66838619860046, 48.84091216911849], [2.658319187474672, 48.838563534086845]]]}";34117;059;77059;BUSSY-SAINT-MARTIN;Commune simple;6772;68610;6764;68607;84;247;0.7;35;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77059;11;77;7735;1102;Bussy-Saint-Martin;ZZZZZZ;726.0;682.0;142.0;137.0;132.0;204.0;82.0;29.0;144.0;136.0;132.0;184.0;64.0;22.0;293.9;11.7
48.7132293584, 2.73724881309;"{""type"": ""Polygon"", ""coordinates"": [[[2.757262261934734, 48.69143890354736], [2.732483958755248, 48.69629691991813], [2.72238475819809, 48.69448393023596], [2.71592902193415, 48.6948644895987], [2.721878603809307, 48.700239242881636], [2.715449084097776, 48.70565674423029], [2.695428876033806, 48.70612899273127], [2.703343985194548, 48.72903061602506], [2.755210329898153, 48.72925618772373], [2.785880254414447, 48.71646229316591], [2.784377601956635, 48.71498451311822], [2.779496225930805, 48.715425310584685], [2.762586535888535, 48.70370912644431], [2.757262261934734, 48.69143890354736]]]}";25085;377;77377;PRESLES-EN-BRIE;Commune simple;6809;68460;6806;68459;100;1744;2.2;28;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77377;11;77;7728;1117;Presles-en-Brie;ZZZZZZ;2281.0;2041.0;560.0;387.0;580.0;457.0;234.0;63.0;462.0;405.0;513.0;444.0;166.0;50.0;130.8;3.6
48.4418336444, 2.7894248816;"{""type"": ""Polygon"", ""coordinates"": [[[2.82062832520928, 48.42562573101337], [2.80586344211208, 48.426763032511545], [2.780261142328668, 48.43007405318219], [2.770127385202002, 48.43821460147819], [2.750860139863807, 48.444068339853594], [2.768198667919863, 48.455537776857476], [2.771011951491884, 48.46171466102137], [2.785382445822467, 48.45707246208816], [2.78909900551953, 48.4510516212715], [2.797765727087016, 48.44804394678483], [2.812024040328806, 48.4503704366592], [2.816249163357122, 48.448712738016035], [2.82062832520928, 48.42562573101337]]]}";6259;226;77226;HERICY;Commune simple;6824;68162;6844;68157;87;1072;2.5;13;4;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77226;11;77;7713;1105;Héricy;ZZZZZZ;2538.0;2591.0;464.0;383.0;481.0;612.0;366.0;232.0;506.0;392.0;545.0;620.0;302.0;226.0;236.8;21.7
48.932278559, 2.76825616233;"{""type"": ""Polygon"", ""coordinates"": [[[2.786495459037862, 48.9284674384373], [2.777534319014412, 48.92081634669545], [2.750667145665414, 48.923398316785274], [2.758455314204979, 48.938944557128394], [2.75742606685971, 48.94889721303354], [2.76225441134412, 48.949959006108855], [2.771095042295975, 48.93908626541164], [2.783097954858531, 48.93810141890534], [2.786495459037862, 48.9284674384373]]]}";15390;376;77376;PRECY-SUR-MARNE;Commune simple;6834;68701;6830;68702;52;482;0.8;37;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77376;11;77;7737;0056;Précy-sur-Marne;ZZZZZZ;788.0;685.0;212.0;149.0;219.0;146.0;46.0;16.0;190.0;124.0;199.0;126.0;34.0;12.0;163.5;3.3
49.0005657759, 2.48672090404;"{""type"": ""Polygon"", ""coordinates"": [[[2.488124478100719, 49.00220217943681], [2.489892081559114, 49.00174211162611], [2.488592440730956, 48.99909287276343], [2.48576109915957, 48.99933255567155], [2.483493258228825, 48.99925087866915], [2.483938073433743, 49.00124906253815], [2.488124478100719, 49.00220217943681]]]}";14934;633;95633;VAUDHERLAND;Commune simple;6624;68779;6624;68779;71;9;0.1;13;2;95;VAL-D'OISE;11;ILE-DE-FRANCE;95633;11;95;9513;0056;Vaudherland;ZZZZZZ;79.0;92.0;12.0;26.0;13.0;16.0;5.0;6.0;17.0;23.0;21.0;17.0;3.0;10.0;877.8;67.5
48.4997072373, 2.53411876201;"{""type"": ""Polygon"", ""coordinates"": [[[2.511139672566796, 48.48653241197326], [2.51013450608694, 48.488381483576205], [2.512072158870876, 48.495406452000886], [2.513822740448349, 48.50952846174188], [2.527704725816483, 48.51503601400868], [2.528084841983075, 48.51191591841027], [2.539408219794348, 48.50679663772169], [2.5465670722282, 48.510260643736714], [2.550923298310013, 48.509071722165395], [2.560455943334111, 48.500831024502574], [2.558809526780196, 48.49056938283529], [2.548769162370623, 48.48877742222029], [2.535431411363796, 48.49264832435126], [2.511139672566796, 48.48653241197326]]]}";31033;435;77435;SAINT-SAUVEUR-SUR-ECOLE;Commune simple;6666;68219;6655;68222;71;733;1.1;32;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77435;11;77;7732;1105;Saint-Sauveur-sur-École;ZZZZZZ;1095.0;1079.0;214.0;135.0;191.0;285.0;208.0;61.0;211.0;154.0;221.0;310.0;146.0;37.0;149.4;8.4
48.6259910244, 2.54994732668;"{""type"": ""Polygon"", ""coordinates"": [[[2.582212279808433, 48.6058708625016], [2.562552324301325, 48.60983913220772], [2.542512560919663, 48.6088013302464], [2.52620570668576, 48.61504324324289], [2.517495729395034, 48.62981436336667], [2.521412146260689, 48.63188105222585], [2.540665352301981, 48.63381883194891], [2.542448922558422, 48.644026088592966], [2.547965472243833, 48.64966001962008], [2.553652920786658, 48.64495009540267], [2.573045527276033, 48.64384281501262], [2.57261121878754, 48.63386576209872], [2.564702394408399, 48.622071505148035], [2.582212279808433, 48.6058708625016]]]}";21285;251;77251;LIEUSAINT;Commune simple;6667;68369;6668;68362;87;1191;10.6;41;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77251;11;77;7741;1105;Lieusaint;ZZZZZZ;10441.0;9355.0;2660.0;2983.0;2493.0;1784.0;353.0;167.0;2465.0;2550.0;2250.0;1659.0;276.0;156.0;876.7;14.0
48.5067693663, 2.44815529587;"{""type"": ""Polygon"", ""coordinates"": [[[2.479129831914787, 48.49514064333162], [2.469611584862533, 48.49677181429265], [2.469322441924663, 48.48386998941415], [2.449803828054233, 48.48433894567656], [2.440320511829473, 48.48659767730919], [2.437876513660296, 48.49619408375315], [2.425120581217698, 48.501629699661756], [2.41605975065653, 48.50447327591163], [2.4065133083857, 48.50228489503272], [2.40622384994851, 48.50393874023535], [2.412464605559036, 48.508782686776954], [2.413354175225755, 48.52488100615091], [2.442540920869904, 48.520910300848364], [2.470017431720989, 48.527621020294895], [2.47446577356154, 48.52161348853287], [2.471278649950031, 48.515365135873765], [2.474123081858704, 48.512570998510455], [2.482956324713875, 48.50104082266991], [2.479129831914787, 48.49514064333162]]]}";28884;135;91135;CHAMPCUEIL;Commune simple;6591;68240;6592;68230;111;1646;2.8;16;2;91;ESSONNE;11;ILE-DE-FRANCE;91135;11;91;9116;1115;Champcueil;ZZZZZZ;2804.0;2732.0;521.0;443.0;478.0;561.0;480.0;321.0;554.0;421.0;589.0;709.0;263.0;195.0;170.4;19.5
48.9651461518, 2.43492885419;"{""type"": ""Polygon"", ""coordinates"": [[[2.456013952139847, 48.95577699303559], [2.447520177189905, 48.955801104761285], [2.418836102606607, 48.95775179331493], [2.41857485392008, 48.97012429904514], [2.424817482930925, 48.975019336083164], [2.432292432496168, 48.9797669872048], [2.456867214480718, 48.959063156799324], [2.456013952139847, 48.95577699303559]]]}";30814;088;95088;BONNEUIL-EN-FRANCE;Commune simple;6584;68750;6586;68740;46;476;0.7;38;2;95;VAL-D'OISE;11;ILE-DE-FRANCE;95088;11;95;9538;0056;Bonneuil-en-France;ZZZZZZ;712.0;730.0;133.0;170.0;146.0;157.0;82.0;25.0;147.0;185.0;148.0;165.0;61.0;23.0;149.6;5.2
48.4145972795, 3.24389965363;"{""type"": ""Polygon"", ""coordinates"": [[[3.254312370199581, 48.409232013430966], [3.235984037485517, 48.40514945414339], [3.232114745242607, 48.407100357804765], [3.233278696083478, 48.41666142711589], [3.228946744413149, 48.418109312130234], [3.238513989067741, 48.41777558256134], [3.258532271645392, 48.42650523773651], [3.262185160682738, 48.42443702612728], [3.248090465686623, 48.41655940087209], [3.24737284181639, 48.41340310954207], [3.254312370199581, 48.409232013430966]]]}";14256;051;77051;BRAY-SUR-SEINE;Chef-lieu canton;7177;68128;7180;68127;63;213;2.4;01;3;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77051;11;77;7701;1108;Bray-sur-Seine;ZZZZZZ;2427.0;2092.0;468.0;430.0;465.0;449.0;279.0;335.0;311.0;409.0;390.0;422.0;275.0;284.0;1139.4;157.1
48.4144765757, 3.27634735642;"{""type"": ""Polygon"", ""coordinates"": [[[3.282824510538731, 48.38157456961158], [3.28140259431138, 48.37833910431461], [3.272181535872188, 48.37889144930163], [3.262484807440593, 48.38970943978691], [3.260683792043163, 48.40243472858451], [3.254312370199581, 48.409232013430966], [3.24737284181639, 48.41340310954207], [3.248090465686623, 48.41655940087209], [3.262185160682738, 48.42443702612728], [3.276458363701278, 48.43974356525899], [3.275517714020059, 48.446007227363225], [3.289867035869205, 48.451280889005716], [3.29794663298129, 48.449938423477526], [3.292844325491443, 48.44437338506453], [3.29170908118857, 48.43474103528794], [3.296043838374865, 48.429053536226185], [3.290930849896364, 48.428481412819934], [3.296970848887385, 48.41607823722561], [3.295229768730197, 48.40927216676082], [3.286228036453403, 48.40144017169442], [3.282824510538731, 48.38157456961158]]]}";13071;236;77236;JAULNES;Commune simple;7201;68130;7204;68127;68;1584;0.4;01;3;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77236;11;77;7701;1108;Jaulnes;ZZZZZZ;357.0;322.0;64.0;40.0;81.0;71.0;62.0;40.0;57.0;40.0;72.0;76.0;48.0;29.0;22.5;2.5
48.8198934361, 3.364501575;"{""type"": ""Polygon"", ""coordinates"": [[[3.38902389156324, 48.81100651918958], [3.368896579922804, 48.79735488381436], [3.359374007387939, 48.798355222852415], [3.342729239369527, 48.80945738729355], [3.328384105239304, 48.81054091612387], [3.32999615190058, 48.813522367726456], [3.323662743414125, 48.81772171119847], [3.328586154330094, 48.82315839099148], [3.343940240426812, 48.82171221913344], [3.347728584329356, 48.82405757769146], [3.347469186262172, 48.83418503245962], [3.354935311044213, 48.83828211684502], [3.378543936741071, 48.839864531105455], [3.391986358268158, 48.83737501519509], [3.390395860348134, 48.834205515830824], [3.395994787930577, 48.828799989152365], [3.389199725167585, 48.816321201969906], [3.38902389156324, 48.81100651918958]]]}";6178;402;77402;SAINT-BARTHELEMY;Commune simple;7264;68574;7267;68578;186;1496;0.4;11;3;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77402;11;77;7711;1103;Saint-Barthélemy;ZZZZZZ;397.0;329.0;76.0;72.0;94.0;107.0;30.0;18.0;74.0;69.0;78.0;68.0;30.0;11.0;26.5;1.2
48.4053424747, 3.35903644752;"{""type"": ""Polygon"", ""coordinates"": [[[3.375394328366739, 48.39869033748776], [3.366238333331547, 48.39150358416003], [3.36449017516021, 48.375107768594994], [3.356662383539795, 48.37181173347275], [3.356558848440865, 48.37845173584843], [3.349178611801771, 48.401892288048316], [3.340878679899158, 48.40542513852457], [3.33682456063114, 48.411671390019364], [3.33803096451744, 48.41855034947682], [3.356496087497362, 48.42299457412458], [3.369893006301986, 48.4328857162037], [3.369575827580036, 48.422387765222595], [3.37730854418681, 48.4056297135704], [3.375394328366739, 48.39869033748776]]]}";34452;523;77523;VILLUIS;Commune simple;7265;68123;7265;68117;92;932;0.3;01;3;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77523;11;77;7701;1108;Villuis;ZZZZZZ;260.0;248.0;55.0;37.0;39.0;51.0;50.0;27.0;45.0;38.0;42.0;54.0;47.0;23.0;27.9;2.9
49.0985979495, 1.85847770637;"{""type"": ""Polygon"", ""coordinates"": [[[1.831060419133439, 49.08277916057021], [1.84889490364583, 49.10143019652517], [1.858283728220262, 49.102311009043966], [1.872648404239907, 49.11622226014213], [1.881117467607989, 49.11860326368553], [1.886419778535443, 49.116017840962584], [1.867289973281663, 49.10003126718554], [1.863510922450631, 49.090634806330925], [1.846563276551111, 49.0837382246506], [1.831060419133439, 49.08277916057021]]]}";34548;259;95259;GADANCOURT;Commune simple;6165;68890;6166;68893;122;472;0.1;27;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95259;11;95;9527;1119;Gadancourt;ZZZZZZ;93.0;101.0;20.0;12.0;15.0;20.0;19.0;6.0;24.0;15.0;26.0;20.0;14.0;2.0;19.7;1.4
48.8151801039, 1.85898101008;"{""type"": ""Polygon"", ""coordinates"": [[[1.872623706995771, 48.79865124089371], [1.871169124102305, 48.799177186764275], [1.841755254725195, 48.8006227267578], [1.84790130418689, 48.812707864166946], [1.841537490679324, 48.82881841641581], [1.846622179168363, 48.82866968710729], [1.851510558160291, 48.834338209839295], [1.865589447956276, 48.83161237805902], [1.874862143377978, 48.834371283804934], [1.865896016545935, 48.822530967229945], [1.868949473046657, 48.81300778927265], [1.885072705119444, 48.805432976779144], [1.885899950898868, 48.804316374967286], [1.875821511185092, 48.80504951036773], [1.872623706995771, 48.79865124089371]]]}";5472;443;78443;NEAUPHLE-LE-VIEUX;Commune simple;6165;68578;6162;68578;78;764;0.8;15;2;78;YVELINES;11;ILE-DE-FRANCE;78443;11;78;7815;1113;Neauphle-le-Vieux;ZZZZZZ;811.0;693.0;201.0;104.0;210.0;181.0;81.0;34.0;139.0;96.0;176.0;156.0;90.0;36.0;106.2;4.5
48.9673692015, 1.87272187331;"{""type"": ""Polygon"", ""coordinates"": [[[1.884798650259464, 48.94051086852998], [1.871713505977737, 48.94143164432839], [1.869923799449732, 48.94714358540601], [1.864291998311243, 48.953061958682014], [1.854982163254223, 48.987642248817465], [1.864812508715031, 48.989893997144925], [1.875786925105897, 48.99236249122884], [1.87794512991595, 48.98228351658952], [1.889532844053993, 48.9758263917439], [1.885978002393336, 48.97341024857795], [1.884798650259464, 48.94051086852998]]]}";26927;238;78238;FLINS-SUR-SEINE;Commune simple;6174;68744;6174;68747;62;878;2.4;01;1;78;YVELINES;11;ILE-DE-FRANCE;78238;11;78;7801;1111;Flins-sur-Seine;ZZZZZZ;2389.0;2375.0;420.0;456.0;504.0;537.0;331.0;141.0;438.0;471.0;511.0;567.0;283.0;104.0;272.1;16.1
48.7266074684, 1.93544246617;"{""type"": ""Polygon"", ""coordinates"": [[[1.941924979866691, 48.709336552451646], [1.937580262825235, 48.71111496745571], [1.937525016996268, 48.717842844403], [1.903472093402419, 48.72238316431434], [1.906655067175229, 48.73529332742382], [1.916481816924236, 48.73356593697723], [1.932415293299904, 48.74171503712057], [1.947876824180311, 48.733702877440486], [1.961916095679212, 48.73476127591863], [1.963558245694853, 48.72533081057505], [1.959904243845934, 48.71970410026188], [1.941924979866691, 48.709336552451646]]]}";15863;334;78334;LEVIS-SAINT-NOM;Commune simple;6226;68473;6216;68479;150;840;1.7;05;2;78;YVELINES;11;ILE-DE-FRANCE;78334;11;78;7805;1116;Lévis-Saint-Nom;ZZZZZZ;1708.0;1729.0;302.0;240.0;282.0;457.0;322.0;105.0;302.0;268.0;339.0;489.0;237.0;94.0;203.3;12.5
48.535686235, 1.94057719252;"{""type"": ""Polygon"", ""coordinates"": [[[1.952893097370137, 48.52348891994236], [1.938673996607779, 48.522742045997504], [1.91985214851588, 48.5324417224988], [1.917352445511756, 48.53869854748182], [1.910069716712431, 48.54689076838208], [1.911878720564916, 48.54982217633083], [1.925272932180097, 48.5488464131585], [1.927670216562775, 48.55154897678911], [1.934125187233233, 48.54864719461584], [1.962064568992721, 48.534994896039976], [1.97609344830416, 48.534567760162], [1.977253142389668, 48.52789338089213], [1.967669116825551, 48.52623615130626], [1.963885510093959, 48.52784959156659], [1.952893097370137, 48.52348891994236]]]}";29227;569;78569;SAINTE-MESME;Commune simple;6231;68260;6217;68266;137;835;0.9;19;2;78;YVELINES;11;ILE-DE-FRANCE;78569;11;78;7819;1116;Sainte-Mesme;ZZZZZZ;929.0;841.0;174.0;191.0;197.0;201.0;130.0;35.0;176.0;136.0;201.0;207.0;82.0;40.0;111.3;4.2
48.6971387233, 1.60366113051;"{""type"": ""Polygon"", ""coordinates"": [[[1.626004820274867, 48.694853566485754], [1.628929657011614, 48.68903092133295], [1.620325830614593, 48.68657476180365], [1.611295049484222, 48.68845803360209], [1.582188998502664, 48.69605895616893], [1.582495397577051, 48.70430283386226], [1.594878195232106, 48.709316072670724], [1.602291785376446, 48.70504019919722], [1.626004820274867, 48.694853566485754]]]}";22763;606;78606;LE TARTRE-GAUDRAN;Commune simple;5966;68452;5972;68450;149;434;0.0;08;1;78;YVELINES;11;ILE-DE-FRANCE;78606;11;78;7808;1112;Le Tartre-Gaudran;ZZZZZZ;31.0;31.0;4.0;4.0;5.0;8.0;8.0;3.0;3.0;2.0;6.0;15.0;5.0;1.0;7.1;0.7
48.9114065992, 1.61781290103;"{""type"": ""Polygon"", ""coordinates"": [[[1.585663741799063, 48.888030032118166], [1.583190131446946, 48.8942248937726], [1.587206448214508, 48.89652093117785], [1.586868498862356, 48.903442550924574], [1.608995521509931, 48.927014356668664], [1.606088580916831, 48.93718875449884], [1.618293570433901, 48.93307595300447], [1.645334772309477, 48.92159361348226], [1.655146348908742, 48.912665161880206], [1.649152594931349, 48.90701239025142], [1.640057004066879, 48.905254540550416], [1.631886356967516, 48.89687783204937], [1.600861081271959, 48.89755369678541], [1.595060919393161, 48.88854541861231], [1.585663741799063, 48.888030032118166]]]}";14599;192;78192;DAMMARTIN-EN-SERVE;Commune simple;5987;68678;5986;68688;126;1382;1.0;08;1;78;YVELINES;11;ILE-DE-FRANCE;78192;11;78;7808;1110;Dammartin-en-Serve;ZZZZZZ;1055.0;982.0;243.0;169.0;236.0;245.0;113.0;49.0;222.0;169.0;237.0;220.0;84.0;50.0;76.3;3.5
49.0663609428, 1.72215046624;"{""type"": ""Polygon"", ""coordinates"": [[[1.724417646973427, 49.05487881942336], [1.721112848714601, 49.05239765885779], [1.712545448018336, 49.055804323393915], [1.71117183805396, 49.071994380347675], [1.706333529493098, 49.07775160082134], [1.740870408410955, 49.07266891615009], [1.724417646973427, 49.05487881942336]]]}";35392;656;95656;VIENNE-EN-ARTHIES;Commune simple;6063;68859;6066;68859;107;381;0.4;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95656;11;95;9516;1110;Vienne-en-Arthies;ZZZZZZ;417.0;386.0;83.0;67.0;85.0;109.0;44.0;30.0;87.0;49.0;84.0;99.0;43.0;24.0;109.4;7.8
48.935347635, 1.54227113276;"{""type"": ""Polygon"", ""coordinates"": [[[1.54052316739963, 48.918482859996566], [1.538249402202992, 48.92169306089102], [1.522954556569265, 48.92488730748111], [1.513924898541332, 48.921807547711396], [1.508076232813153, 48.92729331011367], [1.511555841339165, 48.93353358985284], [1.501523819798869, 48.94105360612816], [1.516311707354905, 48.943881842031125], [1.534334091345736, 48.938104534610474], [1.562163432609657, 48.94531305472477], [1.572177855946426, 48.95305960516538], [1.578977081794575, 48.951620426110296], [1.588070221913237, 48.9461516581458], [1.581316718656695, 48.940945368543524], [1.562184683544806, 48.936148414931836], [1.545637258731874, 48.919102695768174], [1.54052316739963, 48.918482859996566]]]}";16287;444;78444;NEAUPHLETTE;Commune simple;5920;68711;5932;68715;132;977;0.9;02;1;78;YVELINES;11;ILE-DE-FRANCE;78444;11;78;7802;1110;Neauphlette;ZZZZZZ;881.0;915.0;194.0;149.0;200.0;204.0;103.0;31.0;252.0;144.0;267.0;165.0;67.0;20.0;90.2;3.2
